retweetcount,text,sentiment,selected_text
0,"Wishing SrBachchan sir amp juniorbachchan a speedy recovery🙏

Were all praying for you Get well super soon Take care 🙏 

Get Well Soon Bachchan Family 

AmitabhBachchan AbhishekBachchan bachchanfamily CoronaUpdatesInIndia coronavirus COVID19India",positive, praying
0,We are commen men but I think its over now because bachchanfamily  gets quick implementation of sanitizery precaution after they got tested positivewhy this discrimination between commen people and celebratity COVID19India TV9News BMC AmitabhBachhan,positive, celebratity
0,"TheTanishaGupta AwesomeAwesomeAwesome

Dr TanishaJi You gave GOOD NEWS once again 🙌🙌🙌

Death Rate  26 👏👏👏

CoronaUpdatesInIndia COVID19India",positive, awesomeawesomeawesome
9,There used to be a road few days back today they need a boat to commute This video is of men collecting firewood to cook a meal but the question is Where will they cook  Where will they find drinking water  COVID COVID19India AssamFloods AssamNews  sundayvibes LINK,negative, but the question is where will they cook where will they find drinking water covid covid19india assamfloods assamnews sundayvibes link
2,Fri 24th July 130230pm AVI and madrascafefood invite you to A Panel Discussion on the Impact of COVID19 on rural communities in India and how it has deepened the migration crisis Register free LINK India development migration COVID19 LINK,positive, invite you to a panel discussion on the impact of covid19 on rural communities in india and how it has deepened the migration crisis register free link india development migration covid19 link
13,"Aatma Nirbhar Bharat Package Progress and Update

AatmaNirbharBharat PM Shri Narendra Modi on May 12th 20 announced the Special economic and comprehensive package of ₹ 20 Lakh crores to fight COVID 19 pandemic in India  IndiaFightsCorona India LINK",positive, announced the special economic and comprehensive package of ₹ 20 lakh crores to fight covid 19 pandemic in india indiafightscorona india link
1,"Listen to the most recent episode of my podcast FALSE POSITIVES AND FALSE NEGATIVES
COVID19India Covid19 CoronaUpdatesInIndia COVID19tamilnadu
SARSCoV2
LINK",positive, false positives and false negatives
0,So so many questions COVID19India LINK,positive, so so many questions
0,"Shri SrBachchan  juniorbachchan amp their family will be safe and healthy soon and return home after beating Corona 
Om Namah Shivay 🙏🏼
UJPredictions Covid19 Corona AmitabhBachhan AbhishekBachchan AishwaryaRaiBachchan AradhyaBachchan bacchanfamily JayaBachchan India",positive, safe and healthy
1,"Todays status 12 July 20
Top 6 StatesUT with most cases
CoronaVirusUpdates  
coronavirus
COVIDー19  
Corona
COVID19  
coronaupdatesindia 
Covid19india
COVID19India Delhi Covid19 LINK",positive, top
0,"Pray for everyones good health because every persons life is as important as any celebrity or minister🙏
StayHomeStaySafe
COVID19India LINK",positive, pray
7,"Situation is not favorable for exams Beside covid depression is something people are suffering and especially students 
🙏🏻Please consider this request 

HRDMinistry MoHFWINDIA PMOIndia myogiadityanath AubeatMedia 

WeAgainstExamInCovid COVID19India",negative, not favorable for exams beside covid depression is something people are suffering
10,"Cases are raising day by dayJust assume whats coming in the era of this worst government
COVID19India WestBengal LINK",negative, worst
2,"How to share your living space when under HomeIsolation

In conversation with PadmaShri awardee 
DrKKAggarwal to discuss simple dos and donts in HomeIsolation 

Watch full📷 here  LINK

COVID19 COVID19India DelhiFightsCorona LINK",positive, how to share your living space when under homeisolation in conversation with padmashri awardee drkkaggarwal to discuss simple dos and donts in homeisolation watch full📷 here link covid19 covid19india delhifightscorona link
0,"Only Name amp Fame counts
Very injustice for our Real life Heros No media coverage for them or for their families during COVID19India 
Our Heros who performing 24x7 for us
DefenceDoctors amp medical staffsSafai peopleSalute amp thank you",positive, thank you
0,"Binitha49077970 imBhupendrasinh Kindly take some major decisions in favour of private school teachers for pandemic situation
TeachersHaveFamiliesToo Compulsory school attendance is to keep life on stake COVID19India",positive, kindly
0,"Covid19 testing 
India amp pakistan 
Where are we😷
MahuaMoitra LINK",neutral, covid19 testing india amp pakistan where are we😷 mahuamoitra link
0,Who you sympathize with will determine where you taking this country towards Covid19 COVID19India Nidhi nepometer anubhavsinha kunalkamra88 LINK,neutral, who you sympathize with will determine where you taking this country towards covid19 covid19india nidhi nepometer anubhavsinha kunalkamra88 link
7,Itolizumab trial patients 30 waiting for published study if there is going to be one COVID19India LINK,neutral, itolizumab trial patients 30 waiting for published study if there is going to be one covid19india link
0,"Karnataka Doctor on His Viral Video Get off WhatsApp Get to Work A  LINK 

Covid19Karnataka 
COVID19India",neutral, karnataka doctor on his viral video get off whatsapp get to work a link covid19karnataka covid19india
3,"breaking Dinosaur  is born again  Not sure then watch this video MAIL 

USA uk china india RelianceJio Sachinpilot ArrestBadassShubhamMishra SunitaYadav Mission30M Covid19 IndiaWithDrSwamyForSSR TOTARS RajasthanPolitics LINK",positive, breaking dinosaur is born again not sure then watch this video mail usa uk china india reliancejio sachinpilot arrestbadassshubhammishra sunitayadav mission30m covid19 indiawithdrswamyforssr totars rajasthanpolitics link
0,"People are suffering  physically emotionally amp financially
But our leaders are more concerned about toppling govt and forming new government Desperation to be in power is the only ultimate goal
India RajasthanPolitics Sachinpilot BJP Congress Covid19",positive, people are suffering physically emotionally amp financially but our leaders are more concerned
2,"IN Ubisoft forward stream you get four rewards   LINK

India game freegames WatchDogs2 tranding COVID Covid19 twitchstreamer UbisoftForward freegame RewardsPoints LINK",neutral, in ubisoft forward stream you get four rewards link india game freegames watchdogs2 tranding covid covid19 twitchstreamer ubisoftforward freegame rewardspoints link
0,29k new cases today in India Largest spike so far in new cases COVID19 Covid19India,positive, largest spike
2,Why COVID19 is spreading fast IndiaFightsCOVID19 COVID19India COVID19Update Covid19UK LINK,positive, why covid19 is spreading fast
0,"Whats the similarity between Corona virus cases and BJP ministers

Dono ke count badhte ja rahe hain

Sachinpilot 
Covid19 
India",neutral, whats the similarity between corona virus cases and bjp ministers dono ke count badhte ja rahe hain sachinpilot covid19 india
0,"CoronaUpdate Corona Covid19India CoronaVirusUpdate
Covid19IndiaUpdate 
12th July 

ABUSE Today New Cases  29086ABUSE 

Total Deaths  23187
Total Cases 87947
Active case  301508

",positive,abuse total deaths 23187 total cases 87947 active case 301508
0,"Todays status 12 July 20
Top 5 cities with most cases
CoronaVirusUpdates  
coronavirus
COVIDー19  
Corona
COVID19  
coronaupdatesindia 
Covid19india
COVID19India Mumbai lockdown LINK",positive, top 5 cities with most cases coronavirusupdates coronavirus covidー19 corona covid19 coronaupdatesindia covid19india covid19india mumbai lockdown link
1,Hungry Monkeys in Lockdown 🐒🐒🐒Thailand  coronavirus COVID19 Covid19isGettingCloser india Pakistan LINK,negative, hungry monkeys in lockdown
0,"Erstwhile a busy airport  mumbai intl airport looks like a ghost town 

COVID19India mumbaiairport LINK",positive, erstwhile a busy airport mumbai intl airport looks like a ghost town
0,"landing page design for fiverr client This is a Book selling landing page If your need any website please contact me i provide all website 
ecommercewebsite
Personlwebsite
businesswebsite 
agencywebsite

Covid19 coronavirus ChinaVsWorld TikTok India Canada LINK",neutral, landing page design for fiverr client this is a book selling landing page if your need any website please contact me i provide all website ecommercewebsite personlwebsite businesswebsite agencywebsite covid19 coronavirus chinavsworld tiktok india canada link
0,"Now India have nearly 850K cases of coronavirus out of them gt2600 have lost their lives and still there are nearly 300K cases are active Good thing is that gt530K have been cured and discharged 
Covid19 
12th July 2359
LINK LINK",positive, good
10,"Drone delivery of medicines in under 30 minutes may not be that far away LINK  By nainithaker

supervivekt Medikabazaar ZiplineIndia Covid19India CoronavirusUpdates CoronavirusPandemic",negative, may not be that far away
62,"How is Karnataka doing COVID19India 
1 After remarkably sustained containment for months Karnataka is facing a major resurgence over last 2 weeks
2 KA reporting more new cases daily than Delhi 
BSYBJP drharshvardhan LINK",positive, remarkably
0,🇮🇳 a new single day highest record of 29086 cases Almost it is in the range of 30k 34 days it will reach 1M in India Covid19 coronavirus coronavirusinindia COVID19India,positive, a new single day highest record of 29086 cases almost it is in the range of 30k 34 days it will reach 1m in india covid19 coronavirus coronavirusinindia covid19india
3,Free ORFGP EBook  Rethinking Cities in a PostCOVID19 World Health Urban India Habitat Gender LINK LINK,positive, rethinking cities in a postcovid19 world health urban india habitat gender link link
47,Honble cmohry charging 50 tuition fee is absolutely fine and it will be in the interest of both teachers and parents  and it will sort out all the problems and differentiation arising between Teachers and parents due to COVID19India ParentsGurgaon or NoSchoolNoFee 🙏,positive, absolutely fine
1,"Covid19 Vaccine Tracker
COVID19vaccine COVID19India COVID19Update Covid19 LINK",neutral, covid19 vaccine tracker covid19vaccine covid19india covid19update covid19 link
1,Chocolate Spread Recipe Without ChocolateCreamButtervanilla EssenceE LINK via YouTube vegan RecipeOfTheDay homeMade recipes chocolate kids kiddiemeal yummy Sazon cooking Flavor Adobo Poutine TRE45ON coronavirus Covid19 India YouTube LINK,positive, yummy
1,"One more famous personality of Bollywood AnupamKhers family members tested positive for COVID19 fortunately he himself tested negative
COVID19India",positive, fortunately
0,COVID19India It  is useless to continue with lockdown solution is social policing,negative, useless
2,"LKP Sec Media Bytes 
rohitsingre amp jateen01 s live interview tomorrow on ZeeBusiness amp CNBCAwaaz



LKPSECMediaBytes liveshow marketupdates LKPSecuritis stockmarket InvestmentIdeas COVID19India stockmarketnews ZeeBusiness finance unlock2 BSE NSE LINK",positive, unlock2 bse nse link
1,"Hope we see covid vaccine soon We cant run a country for long when many companies are going bankrupt 
India Covid19 COVIDIOTS",positive, hope
11,"The global vaccine trials in a snap shot LovingVaccines MoHFWINDIA ShamikaRavi AnantBhan 
coronavirus Covid19 India vaccines LINK",neutral, the global vaccine trials in a snap shot lovingvaccines mohfwindia shamikaravi anantbhan coronavirus covid19 india vaccines link
1,"End of globalization 

How will globalization looklike after COVID19 Get an indepth understanding of multilateralism amidst the outbreak of global pandemic
LINK

ayeyouth multilateralismmatters Covid19 globalization India China LINK",neutral, end of globalization how will globalization looklike after covid19 get an indepth understanding of multilateralism amidst the outbreak of global pandemic link ayeyouth multilateralismmatters covid19 globalization india china link
5,Fight Against Corona Virus  Order Sanitizer and a Disinfectant Covid19India coronavirusinindia LINK,neutral, fight against corona virus order sanitizer and a disinfectant covid19india coronavirusinindia link
0,"CoronaUpdates
TS
👉New 1269Samples 81k
👉Total 34671
👉Active 183
👉Deaths 356

AP
👉New 1933176k
👉Total 29168
👉Active 13428
👉Deaths 328

Total India Cases 875L

COVID19India CoronavirusIndia
stayhome",positive, stayhome
0,Thank you firstpost for sharing my COVID19India survival story Please watch it know how you can protect yourself Do write to me if you have any questions Thank you BMC ayushministry for your help and support  LINK,neutral, thank you firstpost for sharing my covid19india survival story please watch it know how you can protect yourself do write to me if you have any questions thank you bmc ayushministry for your help and support link
